review_id,target_institution_id,target_programme_id,target_institution,target_programme,target_url,country,degree_level,discipline,field_name,resolution_level,final_value,target_scope,donor_institution,donor_programme,donor_value,donor_scope,provider,source_url,evidence_text,raw_document_id,support_count,combined_uncertainty,compatibility_reason
HQA-07032,discover-uk-stage1-020,d0d192c5-ff75-5fdf-8c6c-80e0cc2608c6,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",https://discoveruni.gov.uk/en/course-details/10000878/00245991-ba-media-make-FT/Full-time/,UK,bachelor,other,credential,H3,FDA,programme,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",FDA,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000878/00245990-fdeg-media-make-FT/Full-time/,"Back FDA Makeup Artistry, Prosthetic FX and Wig Making",c720b903-f750-4697-9849-a9d79323e125,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07037,discover-uk-stage1-020,d0d192c5-ff75-5fdf-8c6c-80e0cc2608c6,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",https://discoveruni.gov.uk/en/course-details/10000878/00245991-ba-media-make-FT/Full-time/,UK,bachelor,other,duration,H3,2 year course,programme,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",2 year course,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000878/00245990-fdeg-media-make-FT/Full-time/,Length 2 year course,c720b903-f750-4697-9849-a9d79323e125,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07038,discover-uk-stage1-020,d0d192c5-ff75-5fdf-8c6c-80e0cc2608c6,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",https://discoveruni.gov.uk/en/course-details/10000878/00245991-ba-media-make-FT/Full-time/,UK,bachelor,other,location,H3,Taunton College,programme,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",Taunton College,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000878/00245990-fdeg-media-make-FT/Full-time/,Location : Taunton College,c720b903-f750-4697-9849-a9d79323e125,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07039,discover-uk-stage1-020,d0d192c5-ff75-5fdf-8c6c-80e0cc2608c6,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",https://discoveruni.gov.uk/en/course-details/10000878/00245991-ba-media-make-FT/Full-time/,UK,bachelor,other,delivery_mode,H3,Full time,programme,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",Full time,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000878/00245990-fdeg-media-make-FT/Full-time/,Study mode Full time,c720b903-f750-4697-9849-a9d79323e125,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07114,discover-uk-stage1-025,d115e175-3bb5-5c4f-8d2d-169038e9cdc2,Buckinghamshire New University,Animation (Online),https://discoveruni.gov.uk/en/course-details/10000975/KBAANIMDFCMSD/Full-time/,UK,bachelor,other,location,H3,High Wycombe Campus,programme,Buckinghamshire New University,Acting for Stage and Screen,High Wycombe Campus,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000975/KBAACSSFTACT1/Full-time/,Location : High Wycombe Campus,b3772c5b-b34f-433d-8fea-27a776135fe2,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07145,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,All Nations Christian College,Biblical and Intercultural Studies,https://discoveruni.gov.uk/en/course-details/10000216/532986/Full-time/,UK,bachelor,other,programme_identity,H3,Biblical and Intercultural Studies,programme,All Nations Christian College,Biblical and Intercultural Studies,Biblical and Intercultural Studies,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000216/177650/Full-time/,Biblical and Intercultural Studies at All Nations Christian College,96f2a38e-3898-48a6-9d98-af21df250a8f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07146,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,All Nations Christian College,Biblical and Intercultural Studies,https://discoveruni.gov.uk/en/course-details/10000216/532986/Full-time/,UK,bachelor,other,credential,H3,DipHE,programme,All Nations Christian College,Biblical and Intercultural Studies,DipHE,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000216/177650/Full-time/,DipHE Biblical and Intercultural Studies,96f2a38e-3898-48a6-9d98-af21df250a8f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07151,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,All Nations Christian College,Biblical and Intercultural Studies,https://discoveruni.gov.uk/en/course-details/10000216/532986/Full-time/,UK,bachelor,other,duration,H3,2 year course,programme,All Nations Christian College,Biblical and Intercultural Studies,2 year course,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000216/177650/Full-time/,Length 2 year course,96f2a38e-3898-48a6-9d98-af21df250a8f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07152,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,All Nations Christian College,Biblical and Intercultural Studies,https://discoveruni.gov.uk/en/course-details/10000216/532986/Full-time/,UK,bachelor,other,location,H3,All Nations Christian College,programme,All Nations Christian College,Biblical and Intercultural Studies,All Nations Christian College,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000216/177650/Full-time/,Location : All Nations Christian College,96f2a38e-3898-48a6-9d98-af21df250a8f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07153,discover-uk-stage1-003,d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,All Nations Christian College,Biblical and Intercultural Studies,https://discoveruni.gov.uk/en/course-details/10000216/532986/Full-time/,UK,bachelor,other,delivery_mode,H3,Full time,programme,All Nations Christian College,Biblical and Intercultural Studies,Full time,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000216/177650/Full-time/,Study mode Full time,96f2a38e-3898-48a6-9d98-af21df250a8f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07336,discover-uk-stage1-012,d649d1a4-f5d6-55c4-bac1-8db8a9953756,Bishop Auckland College,Photography,https://discoveruni.gov.uk/en/course-details/10000720/BAC12/Full-time/,UK,bachelor,other,credential,H3,HND,programme,Bishop Auckland College,Art and Design,HND,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000720/BAC10/Full-time/,HND Art and Design Bishop Auckland College,7fd306bc-412d-418c-bec1-f126419ce56f,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-07725,discover-uk-stage1-014,e01daefe-355a-5f31-a3db-f63d8275d471,Blackburn College,Accounting and Finance,https://discoveruni.gov.uk/en/course-details/10000747/BS2530A25/Full-time/,UK,bachelor,other,career_outcomes,H3,"{""description"": ""75% of UK-resident Management studies graduates from Blackburn College are based in England"", ""graduating_cohort"": ""2015-17"", ""outcome_type"": ""graduate_location"", ""source"": ""Longitudinal Education Outcomes (LEO) dataset"", ""subject_area"": ""Management studies""}",programme,Blackburn College,Business with Management,"{""description"": ""75% of UK-resident Management studies graduates from Blackburn College are based in England"", ""graduating_cohort"": ""2015-17"", ""outcome_type"": ""graduate_location"", ""source"": ""Longitudinal Education Outcomes (LEO) dataset"", ""subject_area"": ""Management studies""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000747/BS3026A26/Full-time/,75% of UK-resident Management studies graduates from Blackburn College are based in England. Data for students graduating 2015-17 Source: Longitudinal Education Outcomes (LEO) dataset,61cce83c-3a9e-4d07-b953-7aa150a6e840,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-08112,haaga-helia-fi-canary,ee43edae-4df6-560b-b1fb-fe25f1cc0350,Haaga-Helia University of Applied Sciences,International Business,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000088243,FI,bachelor,business,required_documents,H3,Required educational certificates,programme,Haaga-Helia University of Applied Sciences,Business Information Technology,Required educational certificates,programme,studyinfo_hakukohde,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091904,Required application document name: Required educational certificates,5716146c-3fd1-4d77-8b52-a046180ccadb,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-08334,discover-uk-stage1-005,f274a2a7-1552-584b-979f-0a0a65b34fc1,Arts Educational Schools,Musical Theatre,https://discoveruni.gov.uk/en/course-details/10000381/BAMT/Full-time/,UK,bachelor,other,employment_outcomes,H3,"{""audience"": null, ""metric"": ""occupation types 15 months after the course"", ""reason"": ""course size is too small"", ""status"": ""no_data_available""}",programme,Arts Educational Schools,Acting,"{""audience"": null, ""metric"": ""occupation types 15 months after the course"", ""reason"": ""course size is too small"", ""status"": ""no_data_available""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,"Occupation types 15 months after the course Sorry, there is no data available for this course. This may be because the course size is too small.",c697c455-5e10-4323-a173-3b717f7b83db,1,0.3403,HIERARCHICAL_DONOR_SELECTED
