review_id,institution_name,programme_name,country,degree_level,field_name,extracted_value,value_scope,provider,source_url,evidence_text,system_status,system_confidence_or_reason,review_verdict,review_comment,reviewer,reviewed_at,critical_error
QA-0064,KTH Royal Institute of Technology,Architecture and Gender: Essay,Sweden,Master,programme_identity,Architecture and Gender: Essay,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.kth.ad237v.12708.20271,Programme title (English): Architecture and Gender: Essay,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0065,KTH Royal Institute of Technology,Architecture and Gender: Essay,Sweden,Master,intakes,year: 2027; semester: VT; periodNumber: 1,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationEvents/e.uoh.kth.ad237v.12708.20271,Source-native start period: year=2027; semester=VT; periodNumber=1,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0066,KTH Royal Institute of Technology,Architecture and Gender: Essay,Sweden,Master,final_deadline,2026-10-15,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationEvents/e.uoh.kth.ad237v.12708.20271,Application closing date: 2026-10-15,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0067,KTH Royal Institute of Technology,Architecture and Gender: Essay,Sweden,Master,programme_focus,Architecture and Gender: Essay,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.kth.ad237v.12708.20271,Programme title (English): Architecture and Gender: Essay,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0068,Lund University,AI and Digitization in the Archive Sector,Sweden,Master,programme_identity,AI and Digitization in the Archive Sector,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.lu.abma21.31300.20262,Programme title (English): AI and Digitization in the Archive Sector,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0069,Lund University,AI and Digitization in the Archive Sector,Sweden,Master,programme_language,swe,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationEvents/e.uoh.lu.abma21.31300.20262,Language of instruction: swe [source column content.languageOfInstructions],ACCEPTED,accepted deterministic catalogue metadata; source column=content.languageOfInstructions; exact programme context,,,,,
QA-0070,Lund University,AI and Digitization in the Archive Sector,Sweden,Master,work_experience,1 års arbetslivserfarenhet inom arkivsektorn; requirement status: required,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.lu.abma21.31300.20262,samt 1 års arbetslivserfarenhet inom arkivsektorn,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0071,Uppsala University,Floristics and Faunistics L,Sweden,Bachelor,subject_prerequisites,Grundläggande behörighet,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.uu.1bg025.67407.20261,Eligibility and subject prerequisites: Grundläggande behörighet,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0072,Uppsala University,Floristics and Faunistics L,Sweden,Bachelor,curriculum_overview,language of instruction: swe,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationEvents/e.uoh.uu.1bg025.67407.20261,Language of instruction: swe,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0073,Uppsala University,Floristics and Faunistics L,Sweden,Bachelor,curriculum_overview,education level: grund,programme,Susa-navet,https://api.skolverket.se/susa-navet/emil3/educationInfos/i.uoh.uu.1bg025.67407.20261,Source-native education level: grund,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0074,ETH Zurich,ETH Zurich Engineering,Switzerland,Bachelor,tuition,CHF 730 / per semester (credential=Domestic tuition; audience=domestic; academic cycle=2026-2027),institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Domestic tuition: 730 [literal matched-row value] (credential=Domestic tuition; currency=CHF; basis=per semester; audience=domestic; cycle=2026-2027),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0075,ETH Zurich,ETH Zurich Engineering,Switzerland,Bachelor,tuition,"CHF 2,190 / per semester (credential=Foreign tuition; audience=international; academic cycle=2026-2027)",institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 2190 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0076,ETH Zurich,ETH Zurich Engineering,Switzerland,Bachelor,additional_fees,CHF 74 / per semester (credential=Other compulsory fees; audience=all; academic cycle=2026-2027),institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Other compulsory fees: 74 [literal matched-row value] (currency=CHF; basis=per semester; audience=all; cycle=2026-2027),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0077,University of St. Gallen,University of St. Gallen Engineering,Switzerland,Bachelor,tuition,"CHF 1,070 / per semester (credential=Domestic tuition; audience=domestic; academic cycle=2026-2027)",institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,itution-name match. Verified source scope: institution Domestic tuition: 4 [literal matched-row value] (credential=Domestic tuition; currency=CHF; basis=per semester; audience=domestic; cycle=2026-2027) Foreign tuition: 1070 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycl,REVIEW,review; exact external evidence; pipeline confidence=0.90; validation=EVIDENCE_NOT_IN_SNAPSHOT; institution-scoped evidence shown in programme context,,,,,
QA-0078,University of St. Gallen,University of St. Gallen Engineering,Switzerland,Bachelor,tuition,"CHF 1,070 / per semester (credential=Foreign tuition; audience=international; academic cycle=2026-2027)",institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 1070 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0079,University of St. Gallen,University of St. Gallen Engineering,Switzerland,Bachelor,additional_fees,"CHF 1,284 / per semester (credential=Other compulsory fees; audience=all; academic cycle=2026-2027)",institution,swissuniversities,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Other compulsory fees: 1284 [literal matched-row value] (currency=CHF; basis=per semester; audience=all; cycle=2026-2027),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0080,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,programme_identity,BA (Hons) Fine Art,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,BA (Hons) Fine Art Anglia Ruskin University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0081,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,credential,BA (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,BA (Hons) Fine Art Anglia Ruskin University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0082,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0083,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,location,ARU Cambridge Campus,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,Location : ARU Cambridge Campus,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0084,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0085,Anglia Ruskin University,Fine Art,United Kingdom,Bachelor,career_outcomes,55%; period: 15 months after graduation,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00004/Full-time/,55% Future My current work fits with my future plans.,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.80,,,,,
QA-0086,Anglia Ruskin University,Law,United Kingdom,Bachelor,programme_identity,LLB (Hons) Law,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,LLB (Hons) Law,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0087,Anglia Ruskin University,Law,United Kingdom,Bachelor,credential,LLB (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,LLB (Hons) Law,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0088,Anglia Ruskin University,Law,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0089,Anglia Ruskin University,Law,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0090,Anglia Ruskin University,Law,United Kingdom,Bachelor,career_outcomes,"median earnings gbp: 22000; period: After 3 years; cohort: all full-time Law courses, Anglia Ruskin University graduates; typical range gbp: £18,000 - £27,500; data source: Longitudinal Education Outcomes (LEO) dataset; graduation years: 2015-17",programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,"After 3 years £22,000 Typical range: £18,000 - £27,500 Data from 190 people. Data for students graduating 2015-17 Source: Longitudinal Education Outcomes (LEO) dataset",ACCEPTED,accepted; exact external evidence; pipeline confidence=0.80,,,,,
QA-0091,Anglia Ruskin University,Law,United Kingdom,Bachelor,programme_focus,LLB (Hons) Law,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000291/K00001/Full-time/,LLB (Hons) Law Anglia Ruskin University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0092,Arts Educational Schools,Acting,United Kingdom,Bachelor,programme_identity,BA (Hons) Acting,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,BA (Hons) Acting,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0093,Arts Educational Schools,Acting,United Kingdom,Bachelor,credential,BA (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,BA (Hons) Acting,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0094,Arts Educational Schools,Acting,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0095,Arts Educational Schools,Acting,United Kingdom,Bachelor,location,ArtsEd,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,Location : ArtsEd,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0096,Arts Educational Schools,Acting,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0097,Arts Educational Schools,Acting,United Kingdom,Bachelor,career_outcomes,metric: graduate_location; description: 100% of UK-resident Drama graduates from Arts Educational Schools are based in England; population: UK-resident Drama graduates from Arts Educational Schools; graduating cohort: 2015-17; data source: Longitudinal Education Outcomes (LEO) dataset,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000381/BAAct/Full-time/,100% of UK-resident Drama graduates from Arts Educational Schools are based in England.,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0098,Bath Spa University,Acting,United Kingdom,Bachelor,programme_identity,BA (Hons) Acting,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,BA (Hons) Acting,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0099,Bath Spa University,Acting,United Kingdom,Bachelor,credential,BA (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,BA (Hons) Acting,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0100,Bath Spa University,Acting,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0101,Bath Spa University,Acting,United Kingdom,Bachelor,location,Newton Park Campus,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,Location : Newton Park Campus,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0102,Bath Spa University,Acting,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0103,Bath Spa University,Acting,United Kingdom,Bachelor,career_outcomes,5%,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000571/BAACTACTSPS/Full-time/,5% Administrative occupations,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0104,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,programme_identity,BSc (Hons) Animal Behaviour & Wildlife Conservation,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,BSc (Hons) Animal Behaviour & Wildlife Conservation,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0105,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,BSc (Hons) Animal Behaviour & Wildlife Conservation,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0106,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0107,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,location,Bishop Burton,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,Location : Bishop Burton,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0108,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0109,Bishop Burton College,Animal Behaviour & Wildlife Conservation,United Kingdom,Bachelor,employment_outcomes,40%; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScABWC/Full-time/,40% In other work,ACCEPTED,accepted; exact external evidence; pipeline confidence=1.00,,,,,
QA-0110,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,programme_identity,BSc (Hons) Applied Animal Behaviour and Training,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,BSc (Hons) Applied Animal Behaviour and Training,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0111,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,BSc (Hons) Applied Animal Behaviour and Training,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0112,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0113,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,location,Bishop Burton,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,Location : Bishop Burton,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0114,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0115,Bishop Burton College,Applied Animal Behaviour and Training,United Kingdom,Bachelor,career_outcomes,"GBP 16,500",programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000721/BScAABT/Full-time/,"After 3 years £16,500 Typical range: £13,000 - £20,500 Data from 25 people. Data for students graduating 2015-17 Source: Longitudinal Education Outcomes (LEO) dataset",ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0116,Blackburn College,Business with Management,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000747/BS3026A26/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0117,Blackburn College,Business with Management,United Kingdom,Bachelor,location,Main Campus,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000747/BS3026A26/Full-time/,Location : Main Campus,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0118,Blackburn College,Business with Management,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000747/BS3026A26/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0119,Blackburn College,Business with Management,United Kingdom,Bachelor,employment_outcomes,"GBP 24,000 (credential=full-time Management studies courses)",programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000747/BS3026A26/Full-time/,"After 5 years £24,000 Typical range: £17,500 - £31,000 Data from 25 people. Data for students graduating 2015-17 Source: Longitudinal Education Outcomes (LEO) dataset",REVIEW,review; exact external evidence; pipeline confidence=0.90; validation=EMPLOYMENT_FACT_MISSING,,,,,
QA-0120,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,programme_identity,Accounting and Finance,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,Accounting and Finance at Bournemouth University | Discover Uni Course Details,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0121,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,credential,BA (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,BA (Hons) Accounting and Finance,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0122,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0123,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,location,Bournemouth University,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,Location : Bournemouth University,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0124,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0125,Bournemouth University,Accounting and Finance,United Kingdom,Bachelor,career_outcomes,80%; outcome period: 15 months after graduation; data period: students graduating 2021-23,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000824/BAAFS_N420/Full-time/,80% of graduates find their current work meaningful,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.70,,,,,
QA-0126,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,programme_identity,BSc (Hons) Radiography (Diagnostic Imaging),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,BSc (Hons) Radiography (Diagnostic Imaging),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0127,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,BSc (Hons) Radiography (Diagnostic Imaging),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0128,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0129,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,location,AECC University College,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,Location : AECC University College,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0130,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0131,Health Sciences University,Radiography (Diagnostic Imaging),United Kingdom,Bachelor,career_outcomes,metric: professional accreditation; accreditation body: Health and Care Professions Council (HCPC); outcome: eligibility to apply for registration with the HCPC as a diagnostic radiographer,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRDIF-B821/Full-time/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a diagnostic radiographer.,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0132,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,programme_identity,Radiography (Radiotherapy and Oncology),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,Radiography (Radiotherapy and Oncology) at Health Sciences University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0133,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,BSc (Hons) Radiography (Radiotherapy and Oncology),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0134,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0135,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,location,AECC University College,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,Location : AECC University College,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0136,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0137,Health Sciences University,Radiography (Radiotherapy and Oncology),United Kingdom,Bachelor,career_outcomes,90%; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000163/BSRROF-B822/Full-time/,90% are using what they learnt during their studies in their current work 15 months after the course for Subjects allied to medicine graduates at Health Sciences University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.70,,,,,
QA-0138,King's College London,Computer Science,United Kingdom,Bachelor,programme_identity,Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Computer Science at King's College London | Discover Uni Course Details,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0139,King's College London,Computer Science,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0140,King's College London,Computer Science,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0141,King's College London,Computer Science,United Kingdom,Bachelor,location,Central London,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Location : Central London,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0142,King's College London,Computer Science,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0143,King's College London,Computer Science,United Kingdom,Bachelor,career_outcomes,85% Information Technology Professionals; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,85% Information Technology Professionals,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0144,Oxford University,Computer Science (3 or 4 years),United Kingdom,Bachelor,programme_identity,Computer Science (3 or 4 years),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,Computer Science (3 or 4 years) at Oxford University,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0145,Oxford University,Computer Science (3 or 4 years),United Kingdom,Bachelor,credential,MCompSci (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,MCompSci (Hons) Computer Science (3 or 4 years),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0146,Oxford University,Computer Science (3 or 4 years),United Kingdom,Bachelor,career_outcomes,90%; outcome period: 15 months after graduation; data period: 2021-23; source: Graduate Outcomes survey,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,90% Meaningfulness My current work is meaningful.,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
