review_id,target_institution_id,target_programme_id,target_institution,target_programme,target_url,country,degree_level,discipline,field_name,resolution_level,final_value,target_scope,donor_institution,donor_programme,donor_value,donor_scope,provider,source_url,evidence_text,raw_document_id,support_count,combined_uncertainty,compatibility_reason
HQA-03273,epfl-ch-canary,31142093-9075-5d8c-8037-92ac8cae54dd,EPFL,EPFL Engineering,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=epfl-ch-canary-b,CH,bachelor,engineering,tuition,H2,CHF 2190 / per semester (international),institution,EPFL,,CHF 2190 / per semester (international),institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 2190 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),dabc92f9-d74b-4faa-8eeb-0bd4cbc43fce,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03274,epfl-ch-canary,31142093-9075-5d8c-8037-92ac8cae54dd,EPFL,EPFL Engineering,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=epfl-ch-canary-b,CH,bachelor,engineering,additional_fees,H2,CHF 25 / per semester,institution,EPFL,,CHF 25 / per semester,institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Other compulsory fees: 25 [literal matched-row value] (currency=CHF; basis=per semester; audience=all; cycle=2026-2027),dabc92f9-d74b-4faa-8eeb-0bd4cbc43fce,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03311,scorecard-us-stage1-042,32bb3fde-8d73-58b3-b066-ce33a97cc3ec,University of Missouri-Columbia,University of Missouri-Columbia Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-042-b,US,bachelor,engineering,tuition,H2,USD 29005 / annual (international),institution,University of Missouri-Columbia,,USD 29005 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 29005 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),d1c83e45-f499-4077-8dcb-7a418cc289d8,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03349,scorecard-us-stage1-051,338ab231-450c-5f5a-820e-362d346e2338,University of Nevada-Las Vegas,University of Nevada-Las Vegas Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-051-b,US,bachelor,engineering,tuition,H2,USD 24338 / annual (international),institution,University of Nevada-Las Vegas,,USD 24338 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 24338 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),9d5681a3-feae-460c-be55-7e483da80a6e,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03501,st-gallen-ch-canary,35fd3eae-11a5-503d-964d-3dfc0c609680,University of St. Gallen,University of St. Gallen Data Science,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=st-gallen-ch-canary-a,CH,master,data science,tuition,H2,CHF 1070 / per semester (international),institution,University of St. Gallen,,CHF 1070 / per semester (international),institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 1070 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),d242b659-a7d2-487b-a751-b2f867fc1f1e,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03502,st-gallen-ch-canary,35fd3eae-11a5-503d-964d-3dfc0c609680,University of St. Gallen,University of St. Gallen Data Science,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=st-gallen-ch-canary-a,CH,master,data science,additional_fees,H2,CHF 1284 / per semester,institution,University of St. Gallen,,CHF 1284 / per semester,institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Other compulsory fees: 1284 [literal matched-row value] (currency=CHF; basis=per semester; audience=all; cycle=2026-2027),d242b659-a7d2-487b-a751-b2f867fc1f1e,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03545,cambridge-uk-canary,363052cb-99e3-5cb4-bfc4-512e4dc078a2,University of Cambridge,Natural Sciences,https://discoveruni.gov.uk/course-details/10007788/UG_NSTX/Full-time/,UK,bachelor,computer science,career_outcomes,H3,"{""cohort"": ""Computer science graduates at University of Cambridge"", ""currency"": ""GBP"", ""data_source"": ""Graduate Outcomes survey"", ""median_earnings"": 55000, ""period"": ""15 months after the course"", ""typical_range"": ""£40,000 - £80,000""}",programme,University of Cambridge,Computer Science,"{""cohort"": ""Computer science graduates at University of Cambridge"", ""currency"": ""GBP"", ""data_source"": ""Graduate Outcomes survey"", ""median_earnings"": 55000, ""period"": ""15 months after the course"", ""typical_range"": ""£40,000 - £80,000""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007788/UG_CSTX/Full-time/,"Median Earnings £55,000 15 months after the course for Computer science graduates at University of Cambridge",56e7fa50-d7e4-4976-81fd-224ea4fb6687,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03725,discover-uk-stage1-022,3a574afc-69e2-5f98-8d89-a358555d61bb,Bristol Baptist College,"Theology, Ministry and Mission",https://discoveruni.gov.uk/en/course-details/10000894/DIPTMM/Full-time/,UK,bachelor,other,programme_identity,H3,"Theology, Ministry and Mission",programme,Bristol Baptist College,"Theology, Ministry and Mission","Theology, Ministry and Mission",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000894/BATMM/Full-time/,"Theology, Ministry and Mission at Bristol Baptist College",a06ebeb2-d804-41f7-9ef9-110521fe76fd,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03726,discover-uk-stage1-022,3a574afc-69e2-5f98-8d89-a358555d61bb,Bristol Baptist College,"Theology, Ministry and Mission",https://discoveruni.gov.uk/en/course-details/10000894/DIPTMM/Full-time/,UK,bachelor,other,credential,H3,BA (Hons),programme,Bristol Baptist College,"Theology, Ministry and Mission",BA (Hons),programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000894/BATMM/Full-time/,"BA (Hons) Theology, Ministry and Mission",a06ebeb2-d804-41f7-9ef9-110521fe76fd,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03731,discover-uk-stage1-022,3a574afc-69e2-5f98-8d89-a358555d61bb,Bristol Baptist College,"Theology, Ministry and Mission",https://discoveruni.gov.uk/en/course-details/10000894/DIPTMM/Full-time/,UK,bachelor,other,duration,H3,3 year course,programme,Bristol Baptist College,"Theology, Ministry and Mission",3 year course,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000894/BATMM/Full-time/,Length 3 year course,a06ebeb2-d804-41f7-9ef9-110521fe76fd,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03732,discover-uk-stage1-022,3a574afc-69e2-5f98-8d89-a358555d61bb,Bristol Baptist College,"Theology, Ministry and Mission",https://discoveruni.gov.uk/en/course-details/10000894/DIPTMM/Full-time/,UK,bachelor,other,location,H3,Bristol Baptist College,programme,Bristol Baptist College,"Theology, Ministry and Mission",Bristol Baptist College,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000894/BATMM/Full-time/,Location : Bristol Baptist College,a06ebeb2-d804-41f7-9ef9-110521fe76fd,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03733,discover-uk-stage1-022,3a574afc-69e2-5f98-8d89-a358555d61bb,Bristol Baptist College,"Theology, Ministry and Mission",https://discoveruni.gov.uk/en/course-details/10000894/DIPTMM/Full-time/,UK,bachelor,other,delivery_mode,H3,Full time,programme,Bristol Baptist College,"Theology, Ministry and Mission",Full time,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000894/BATMM/Full-time/,Study mode Full time,a06ebeb2-d804-41f7-9ef9-110521fe76fd,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-03767,scorecard-us-stage1-002,3a6e318d-36ca-56b1-8a22-16d8c4f01e40,University of Alaska Fairbanks,University of Alaska Fairbanks Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-002-b,US,bachelor,engineering,tuition,H2,USD 21312 / annual (international),institution,University of Alaska Fairbanks,,USD 21312 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 21312 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),789dee9e-38c9-43fc-b8c2-1548bded5a2e,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03881,scorecard-us-stage1-070,3b4397b9-9684-5cda-9a3f-0c5b81ef6dd3,University of Wyoming,University of Wyoming Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-070-b,US,bachelor,engineering,tuition,H2,USD 19531 / annual (international),institution,University of Wyoming,,USD 19531 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 19531 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),760040b5-a2b3-4581-8677-7735c40bb783,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-03963,discover-uk-stage1-016,3de52a35-3c2d-58bb-9e06-01d688b47671,Boston College,Leadership & Management,https://discoveruni.gov.uk/en/course-details/10000812/113985/Full-time/,UK,bachelor,business,career_outcomes,H3,GBP 12500 / 3 years after the course,programme,Boston College,Film & Television,GBP 12500 / 3 years after the course,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000812/1007595/Full-time/,"Median Earnings £12,500 3 years after the course for Design, and creative and performing arts graduates at Boston College",4d50f66f-cc5b-4918-9913-66922ac6d75d,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04071,scorecard-us-stage1-028,41e55e4b-2b18-5507-b46a-8e42182d9a13,University of Iowa,University of Iowa Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-028-b,US,bachelor,engineering,tuition,H2,USD 31569 / annual (international),institution,University of Iowa,,USD 31569 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 31569 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),3e78ff6b-d217-49cd-83f6-dc18920d296b,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-04153,discover-uk-stage1-011,43850490-0520-5cca-b9a2-0b1b84156049,University College Birmingham,Airport And Aviation Management,https://discoveruni.gov.uk/en/course-details/10000712/BA_AAM/Full-time/,UK,bachelor,business,career_outcomes,H3,"{""data_period"": ""students graduating 2022-23"", ""future_fit"": ""80%"", ""meaningfulness"": ""75%"", ""metric"": ""graduate_perceptions_of_work"", ""respondents"": 15, ""response_rate"": ""55%"", ""timeframe"": ""15 months after graduation"", ""usefulness"": ""80%""}",programme,University College Birmingham,Aesthetics,"{""data_period"": ""students graduating 2022-23"", ""future_fit"": ""80%"", ""meaningfulness"": ""75%"", ""metric"": ""graduate_perceptions_of_work"", ""respondents"": 15, ""response_rate"": ""55%"", ""timeframe"": ""15 months after graduation"", ""usefulness"": ""80%""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000712/BA_ABP/Full-time/,80% Usefulness I am utilising what I learnt during my studies in my current work. 75% Meaningfulness My current work is meaningful. 80% Future My current work fits with my future plans.,20c8f985-e1b0-4ebd-a2e1-dc50695468d1,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04154,discover-uk-stage1-011,43850490-0520-5cca-b9a2-0b1b84156049,University College Birmingham,Airport And Aviation Management,https://discoveruni.gov.uk/en/course-details/10000712/BA_AAM/Full-time/,UK,bachelor,business,employment_outcomes,H3,"{""audience"": null, ""cohort"": ""BA (Hons) Aesthetics graduates at University College Birmingham"", ""data_period"": ""students graduating 2022-23"", ""metric"": ""go_on_to_work_and_or_study"", ""percentage"": 80, ""respondents"": 20, ""response_rate"": ""55%"", ""timeframe"": ""15 months after the course""}",programme,University College Birmingham,Aesthetics,"{""audience"": null, ""cohort"": ""BA (Hons) Aesthetics graduates at University College Birmingham"", ""data_period"": ""students graduating 2022-23"", ""metric"": ""go_on_to_work_and_or_study"", ""percentage"": 80, ""respondents"": 20, ""response_rate"": ""55%"", ""timeframe"": ""15 months after the course""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10000712/BA_ABP/Full-time/,80% go on to work and/or study 15 months after the course for BA (Hons) Aesthetics graduates at University College Birmingham,20c8f985-e1b0-4ebd-a2e1-dc50695468d1,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04185,scorecard-us-stage1-022,43c28e04-5ff2-5419-8fa5-18e4ba61a1b6,University of Georgia,University of Georgia Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-022-b,US,bachelor,engineering,tuition,H2,USD 31120 / annual (international),institution,University of Georgia,,USD 31120 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 31120 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),35c4ddc6-c082-412e-900d-07ed76e5154c,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-04223,scorecard-us-stage1-010,43c2c4e5-8f87-510b-a553-d19a5e3b88aa,California State University-Northridge,California State University-Northridge Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-010-b,US,bachelor,engineering,tuition,H2,USD 18897 / annual (international),institution,California State University-Northridge,,USD 18897 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 18897 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),43bb6148-7ca9-4778-b249-dff5f5035ba5,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-04299,scorecard-us-stage1-054,4461db80-bfa6-50b9-bd31-54a5aef42391,University of Oklahoma-Norman Campus,University of Oklahoma-Norman Campus Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-054-b,US,bachelor,engineering,tuition,H2,USD 27069 / annual (international),institution,University of Oklahoma-Norman Campus,,USD 27069 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 27069 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),69500633-6523-4b27-8d2b-e92dc2e76426,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-04333,bristol-uk-canary,45389133-b30b-5620-a1f1-132881ea6575,University of Bristol,Data Science,https://discoveruni.gov.uk/course-details/10007786/4COSC008UU-202425/Full-time/,UK,bachelor,data science,programme_identity,H3,BSc (Hons) Computer Science,programme,University of Bristol,Computer Science,BSc (Hons) Computer Science,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,BSc (Hons) Computer Science,5b622888-23e0-4b0c-a817-753a96eafbff,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04334,bristol-uk-canary,45389133-b30b-5620-a1f1-132881ea6575,University of Bristol,Data Science,https://discoveruni.gov.uk/course-details/10007786/4COSC008UU-202425/Full-time/,UK,bachelor,data science,credential,H3,BSc (Hons),programme,University of Bristol,Computer Science,BSc (Hons),programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,BSc (Hons) Computer Science,5b622888-23e0-4b0c-a817-753a96eafbff,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04343,bristol-uk-canary,45389133-b30b-5620-a1f1-132881ea6575,University of Bristol,Data Science,https://discoveruni.gov.uk/course-details/10007786/4COSC008UU-202425/Full-time/,UK,bachelor,data science,career_outcomes,H3,"{""highly_skilled_work_percentage"": 80, ""information_technology_professionals_percentage"": 80, ""outcome_type"": ""occupation_distribution"", ""period"": ""15 months after the course""}",programme,University of Bristol,Computer Science,"{""highly_skilled_work_percentage"": 80, ""information_technology_professionals_percentage"": 80, ""outcome_type"": ""occupation_distribution"", ""period"": ""15 months after the course""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,80% In highly skilled work 80% Information Technology Professionals,5b622888-23e0-4b0c-a817-753a96eafbff,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04344,bristol-uk-canary,45389133-b30b-5620-a1f1-132881ea6575,University of Bristol,Data Science,https://discoveruni.gov.uk/course-details/10007786/4COSC008UU-202425/Full-time/,UK,bachelor,data science,employment_outcomes,H3,"{""audience"": null, ""metric"": ""occupation"", ""occupation"": ""Elementary occupations"", ""percentage"": 10, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",programme,University of Bristol,Computer Science,"{""audience"": null, ""metric"": ""occupation"", ""occupation"": ""Elementary occupations"", ""percentage"": 10, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,10% Elementary occupations,5b622888-23e0-4b0c-a817-753a96eafbff,1,0.367,HIERARCHICAL_DONOR_SELECTED
HQA-04413,scorecard-us-stage1-056,46297f53-803b-50c9-96b5-fd9203694be5,The Pennsylvania State University,The Pennsylvania State University Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-056-b,US,bachelor,engineering,tuition,H2,USD 35514 / annual (international),institution,The Pennsylvania State University,,USD 35514 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 35514 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),44ff9261-64c4-4089-9aaf-23b5210ddb0e,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-05173,scorecard-us-stage1-043,51f64407-43b6-518e-9c3d-a29a3be59067,Mississippi State University,Mississippi State University Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-043-b,US,bachelor,engineering,tuition,H2,USD 23950 / annual (international),institution,Mississippi State University,,USD 23950 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 23950 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),8e13f02f-8f80-4da5-bb33-5f0c67176c69,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-05435,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,programme_identity,H3,Computer Science,programme,King's College London,Computer Science,Computer Science,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Computer Science at King's College London | Discover Uni Course Details,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05436,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,credential,H3,BSc (Hons),programme,King's College London,Computer Science,BSc (Hons),programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,BSc (Hons) Computer Science,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05441,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,duration,H3,3 year course,programme,King's College London,Computer Science,3 year course,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Length 3 year course,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05442,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,location,H3,Central London,programme,King's College London,Computer Science,Central London,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Location : Central London,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05443,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,delivery_mode,H3,Full time,programme,King's College London,Computer Science,Full time,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,Study mode Full time,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05445,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,career_outcomes,H3,"{""occupation"": ""Information Technology Professionals"", ""percentage"": 85, ""period"": ""15 months after the course""}",programme,King's College London,Computer Science,"{""occupation"": ""Information Technology Professionals"", ""percentage"": 85, ""period"": ""15 months after the course""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,85% Information Technology Professionals,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05446,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,King's College London,Computer Science,https://discoveruni.gov.uk/course-details/10003645/UMSH4CSCS/Full-time/,UK,bachelor,computer science,employment_outcomes,H3,"{""audience"": null, ""metric"": ""in_other_work"", ""percentage"": 0, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",programme,King's College London,Computer Science,"{""audience"": null, ""metric"": ""in_other_work"", ""percentage"": 0, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10003645/UBSH3CSCS/Full-time/,0% In other work,ea162dda-a91a-4dd1-9d41-0ba7caab89cc,1,0.3403,HIERARCHICAL_DONOR_SELECTED
HQA-05743,scorecard-us-stage1-004,5e23765b-94cc-5e0d-857d-65ddc3cdcdd4,The University of Alabama,The University of Alabama Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-004-b,US,bachelor,engineering,tuition,H2,USD 31090 / annual (international),institution,The University of Alabama,,USD 31090 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 31090 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),475420be-4195-42b7-a9d7-159277f45148,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-06123,scorecard-us-stage1-012,62fbd019-8947-581a-96c3-8440372ae3ca,University of Colorado Boulder,University of Colorado Boulder Engineering,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip?target=scorecard-us-stage1-012-b,US,bachelor,engineering,tuition,H2,USD 38284 / annual (international),institution,University of Colorado Boulder,,USD 38284 / annual (international),institution,college_scorecard_bulk,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 12466 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 38284 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),90829c81-27e3-4a51-b9e3-10ea6e481d41,1,0.3087,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-06313,bern-ch-canary,645ccb28-be3a-5b92-9bc4-1c596e39d8fc,University of Bern,University of Bern Data Science,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=bern-ch-canary-a,CH,master,data science,tuition,H2,CHF 850 / per semester (international),institution,University of Bern,,CHF 850 / per semester (international),institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 850 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),83163a99-30f5-49c3-83dc-60e3417454de,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-06314,bern-ch-canary,645ccb28-be3a-5b92-9bc4-1c596e39d8fc,University of Bern,University of Bern Data Science,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=bern-ch-canary-a,CH,master,data science,additional_fees,H2,CHF 2550 / per semester,institution,University of Bern,,CHF 2550 / per semester,institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Other compulsory fees: 2550 [literal matched-row value] (currency=CHF; basis=per semester; audience=all; cycle=2026-2027),83163a99-30f5-49c3-83dc-60e3417454de,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
HQA-06389,basel-ch-canary,660dfaa0-4e84-52bb-862b-5cbcafba06aa,University of Basel,University of Basel Data Science,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities?target=basel-ch-canary-a,CH,master,data science,tuition,H2,CHF 850 / per semester (international),institution,University of Basel,,CHF 850 / per semester (international),institution,swissuniversities_tuition,https://www.swissuniversities.ch/en/themen/lehre-studium/information-on-studies/tuition-fees/tuition-fees-at-universities,Foreign tuition: 850 [literal matched-row value] (credential=Foreign tuition; currency=CHF; basis=per semester; audience=international; cycle=2026-2027),8c2c5a87-220d-4998-aaab-0dca3d66f4a1,1,0.2907,HIERARCHICAL_DONOR_SELECTED; institution-scoped finance context preserved (not programme tuition)
