programme_id,institution_id,programme_name,field_name,final_value,resolution_status,resolution_level,field_scope,donor_entity_ids,donor_entities,donor_scope,provider,source_url,raw_document_ids,compatibility,cycle_compatibility,applicability_compatibility,uncertainty,uncertainty_category,support_count,donor_assertion_ids,reason
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,duolingo,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,application_fee,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,priority_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,international_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,funding_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,minimum_gpa,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,gpa_scale,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,recommendation_letters,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,sop_essay_requirements,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,portfolio,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,scholarships,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,funding,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,funding_amount,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,funding_eligibility,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0cebda89-86b8-5e41-88f9-480c86db3248,onisep-fr-stage1-023,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,application_url,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,programme_identity,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,credential,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,programme_status,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,academic_cycle,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,tuition,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,additional_fees,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,duration,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,location,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,delivery_mode,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,programme_language,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,career_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,employment_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,intakes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,final_deadline,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,rolling_admission,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,minimum_degree,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,subject_prerequisites,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,required_documents,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,standardized_tests,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,work_experience,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,ielts_overall,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,ielts_subscores,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,toefl,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,duolingo,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,application_fee,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,priority_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,international_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,funding_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,minimum_gpa,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,gpa_scale,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,recommendation_letters,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,sop_essay_requirements,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,portfolio,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,scholarships,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,funding,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,funding_amount,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,funding_eligibility,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f512584-17ba-595f-8723-74993b8cfbe0,duo-nl-stage1-012,Fine Art and Design in Education,application_url,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,programme_identity,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,DIRECT_ACCEPTED,H0,programme,0f970faf-fdf2-58c6-814b-8cf1fb584379,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,63273c5b-943b-449a-88bb-e3ae204723a8,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,5e87759f-b464-5e24-980b-a00d2baf689f,DIRECT_TARGET_AVAILABLE
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,credential,bachelor universitaire de technologie,DIRECT_ACCEPTED,H0,programme,0f970faf-fdf2-58c6-814b-8cf1fb584379,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,63273c5b-943b-449a-88bb-e3ae204723a8,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,f0e6df38-393f-5b63-a2c6-efb9d3355e8a,DIRECT_TARGET_AVAILABLE
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,programme_status,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,academic_cycle,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,tuition,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,additional_fees,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,duration,3 ans,DIRECT_ACCEPTED,H0,programme,0f970faf-fdf2-58c6-814b-8cf1fb584379,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,63273c5b-943b-449a-88bb-e3ae204723a8,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-0f970faf-fdf2-58c6-814b-8cf1fb584379-duration,DIRECT_TARGET_AVAILABLE
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,location,Cuffies,DIRECT_ACCEPTED,H0,programme,0f970faf-fdf2-58c6-814b-8cf1fb584379,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,63273c5b-943b-449a-88bb-e3ae204723a8,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-0f970faf-fdf2-58c6-814b-8cf1fb584379-location,DIRECT_TARGET_AVAILABLE
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,delivery_mode,"temps plein, cours en présentiel",DIRECT_ACCEPTED,H0,programme,0f970faf-fdf2-58c6-814b-8cf1fb584379,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,63273c5b-943b-449a-88bb-e3ae204723a8,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-0f970faf-fdf2-58c6-814b-8cf1fb584379-delivery_mode,DIRECT_TARGET_AVAILABLE
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,programme_language,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,career_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,employment_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,intakes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,final_deadline,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,rolling_admission,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,minimum_degree,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,subject_prerequisites,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,required_documents,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,standardized_tests,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,work_experience,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,ielts_overall,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,ielts_subscores,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,toefl,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,duolingo,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,application_fee,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,priority_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,international_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,funding_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,minimum_gpa,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,gpa_scale,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,recommendation_letters,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,sop_essay_requirements,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,portfolio,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,scholarships,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,funding,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,funding_amount,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,funding_eligibility,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
0f970faf-fdf2-58c6-814b-8cf1fb584379,onisep-fr-stage1-006,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,application_url,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,programme_identity,master mention biologie-santé,DIRECT_ACCEPTED,H0,programme,10ca8bac-cfc7-5cb3-87ae-5f1041983e86,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,8b63b41d-e766-4438-82b5-0a66ae73e4e0,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,f9b16f50-f7b8-5682-99e9-2257fe7928f3,DIRECT_TARGET_AVAILABLE
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,credential,master,DIRECT_ACCEPTED,H0,programme,10ca8bac-cfc7-5cb3-87ae-5f1041983e86,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,8b63b41d-e766-4438-82b5-0a66ae73e4e0,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,0849f77e-8e67-5cc6-b28a-c89523ffff34,DIRECT_TARGET_AVAILABLE
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,programme_status,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,academic_cycle,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,tuition,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
10ca8bac-cfc7-5cb3-87ae-5f1041983e86,ip-paris-fr-canary,Master mention biologie-sante,additional_fees,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
