programme_id,institution_id,institution_name,programme_name,country,degree_level,discipline,total_priority_fields,direct_field_count,hierarchical_added_field_count,effective_field_count,review_field_count,missing_field_count,completion_before_hierarchy_pct,completion_after_hierarchy_pct
95d3bbf1-7e5d-5412-96b3-c6022bd8b35a,discover-uk-stage1-008,Barking and Dagenham College,Computing For England (General) (Barking and Dagenham),UK,bachelor,computer science,38,6,1,6,0,32,15.79,15.79
96c509ad-7afb-5c33-a47f-b49db274ca43,onisep-fr-stage1-029,École universitaire de recherche arts et humanités - Campus Georges Méliès,licence mention sciences et humanités,FR,bachelor,other,38,6,5,6,0,32,15.79,15.79
97423fc0-45e9-51e2-a731-0ca88961b85f,onisep-fr-stage1-019,"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",licence mention professorat des écoles,FR,bachelor,other,38,5,0,5,0,33,13.16,13.16
996b9e0a-6692-5ca7-ab52-23f3030c9a37,duo-nl-stage1-004,Protestantse Theologische Universiteit (PThU),Theology (joint degree),NL,bachelor,other,38,2,2,4,0,34,5.26,10.53
99b99133-5159-5038-b8d9-e413a69b1b20,onisep-fr-stage1-034,École universitaire de recherche en sciences de la société et de l'environnement - Campus Carlone,master mention sciences sociales,FR,master,other,38,6,0,6,0,32,15.79,15.79
9aa11c3a-96bc-55a3-b8c1-f7ff409776c5,onisep-fr-stage1-032,École universitaire de recherche en écosystèmes des sciences de la santé - Campus STAPS,master mention sciences et techniques des activités physiques et sportives  : activité physique adaptée et santé,FR,master,other,38,6,0,6,0,32,15.79,15.79
9abbec1d-5f50-59ea-9532-f3ed9e3aff10,insa-lyon-fr-canary,Institut national des sciences appliquees de Lyon,Bachelor en sciences et ingenierie - genie energetique et environnement,FR,bachelor,other,38,5,2,7,0,31,13.16,18.42
9b5d5d94-9494-5799-9c62-4d5c254f4565,radboud-nl-canary,Radboud Universiteit,Computing Science,NL,master,other,38,2,0,2,0,36,5.26,5.26
9c7a356e-e589-5c3b-a538-c3b048b27a66,onisep-fr-stage1-040,École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,master mention ingénierie de conception,FR,master,other,38,6,0,6,0,32,15.79,15.79
9e56967c-c215-5e0b-ba38-018d61a6a991,edinburgh-uk-canary,The University of Edinburgh,Computer Science,UK,bachelor,computer science,38,13,9,16,0,22,34.21,42.11
9ef869f3-5229-5b4e-af66-466d31855d30,duo-nl-stage1-010,Sticht. A'damse Hogeschool voor de Kunsten,Music,NL,bachelor,other,38,0,2,2,0,36,0.0,5.26
9f97224e-b2bd-5a6f-9b0e-f6a539fd3230,onisep-fr-stage1-023,École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,FR,master,computer science,38,7,1,8,0,30,18.42,21.05
a4e6b163-10f4-513a-9230-fe193026b557,discover-uk-stage1-018,Bournemouth University,Accounting and Finance,UK,bachelor,other,38,7,1,8,0,30,18.42,21.05
a55ac756-74f2-5665-8ade-50663567365e,duo-nl-stage1-019,Stichting Fontys,Applied Science,NL,bachelor,other,38,0,2,2,0,36,0.0,5.26
a7314bac-e141-553c-b6f2-6f6577f85f8f,onisep-fr-stage1-036,École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Sophia Tech,"master mention sciences de la Terre et des planètes, environnement",FR,master,other,38,6,0,6,0,32,15.79,15.79
a7aeb70e-3922-587d-ba67-1cd77b0ab33f,duo-nl-stage1-007,Stg. Gerrit. Rietveld Academ. Hogesch. Kunst en Vormg.,Art & Design,NL,bachelor,other,38,2,2,4,0,34,5.26,10.53
aab072ce-4ac6-5c86-a311-170c1ed24c00,discover-uk-stage1-002,Health Sciences University,Radiography (Diagnostic Imaging),UK,bachelor,other,38,11,2,13,0,25,28.95,34.21
b24a96cd-0e71-58de-91fe-fd509593425f,onisep-fr-stage1-014,Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,master mention enseignement et éducation - professorat des écoles,FR,master,other,38,5,0,5,0,33,13.16,13.16
b2d3ccbf-2726-540d-9f02-a41883121b37,onisep-fr-stage1-012,UFR Sciences et techniques des activités physiques et sportives - Antenne de Vichy,licence mention sciences et techniques des activités physiques et sportives éducation et motricité,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
b2e631c1-b970-54ea-be38-4a8e3378752a,onisep-fr-stage1-020,IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours internet des objets et mobilité,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
b2f723c3-fea3-57c3-b092-2be7825c5a5e,onisep-fr-stage1-040,École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,licence mention sciences pour l'ingénieur,FR,bachelor,engineering,38,6,0,6,0,32,15.79,15.79
b40d6dfd-98cd-50c3-94e3-cdc6c928c532,onisep-fr-stage1-038,Institut national supérieur du professorat et de l'éducation - site de Charleville-Mézières,master mention enseignement et éducation - professorat des écoles,FR,master,other,38,5,0,5,0,33,13.16,13.16
b42b75f5-3004-5009-8bcf-40a2f3438085,onisep-fr-stage1-008,Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,BUT génie mécanique et productique parcours innovation pour l'industrie,FR,bachelor,engineering,38,6,0,6,0,32,15.79,15.79
b71975da-c74a-5d2d-8e60-1ffed647fcee,onisep-fr-stage1-015,IUT d'Aix-Marseille - site de Digne-les-Bains,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,FR,bachelor,business,38,6,0,6,0,32,15.79,15.79
b9aa04e3-0f33-518f-afbd-7a9e7479bafb,onisep-fr-stage1-008,Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
baa1b317-ba51-5fac-af2c-4aa258d131a2,discover-uk-stage1-017,The Bournemouth and Poole College,"Esports Production, Broadcasting and Events",UK,bachelor,other,38,6,0,6,0,32,15.79,15.79
bacf26e0-b8c6-5e30-9651-453006e84560,duo-nl-stage1-014,Stichting Christel. Hogesch. Windesheim,Information & Communication Technology,NL,bachelor,computer science,38,0,2,2,0,36,0.0,5.26
bea9cf87-a594-599a-af97-f393a534a5f1,onisep-fr-stage1-030,École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention informatique,FR,master,computer science,38,6,0,6,0,32,15.79,15.79
bf308eef-94f1-5ee2-93f5-29797353ff96,grenoble-inp-fr-canary,Grenoble INP - UGA,Master informatique,FR,master,computer science,38,6,0,6,0,32,15.79,15.79
bfc45f5d-0a97-5713-983e-d41f43e9de06,uco-nantes-fr-canary,Facultes libres de l'Ouest - UCO Nantes,Licence mention science politique,FR,bachelor,other,38,7,0,7,0,31,18.42,18.42
c2637d16-4f58-55b5-b925-6cdc8a8590d2,discover-uk-stage1-014,Blackburn College,Business with Management,UK,bachelor,business,38,8,2,10,0,28,21.05,26.32
c4ca6963-813a-5121-a844-b24e4ffc1097,uef-fi-canary,University of Eastern Finland,Information Technology,FI,bachelor,computer science,38,8,5,13,0,25,21.05,34.21
c544e49f-37e4-5f5e-9ffb-f89d91caafda,onisep-fr-stage1-018,IUT Nice Côte d'Azur - site de Nice,"BUT informatique parcours réalisation d'applications : conception, développement, validation",FR,bachelor,computer science,38,5,0,5,0,33,13.16,13.16
c5b5eba6-707a-51a9-b64a-9385389c6bd7,imperial-uk-canary,Imperial College London,Mathematics and Computer Science,UK,bachelor,computer science,38,11,9,15,0,23,28.95,39.47
c695f7f2-0ce1-5caa-9600-cf5fc759a332,aalto-fi-canary,Aalto University,Computer Science MSc,FI,master,computer science,38,4,2,6,0,32,10.53,15.79
c6eca011-652e-5337-acaf-ddaeb1183845,grenoble-inp-fr-canary,Grenoble INP - UGA,Master mathematiques et applications,FR,master,other,38,6,0,6,0,32,15.79,15.79
c71397c3-c640-5a07-9cb8-8f9d7f00b9a8,onisep-fr-stage1-013,IUT Clermont Auvergne - site de Montluçon,BUT métiers de la transition et de l'efficacité énergétiques parcours réalisation des installations énergétiques pour le bâtiment et l'industrie,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
c730c2f4-b8a5-5ef0-9947-7eea1b10b7d9,ip-paris-fr-canary,Institut polytechnique de Paris,Master innovation entreprise societe,FR,master,other,38,5,0,5,0,33,13.16,13.16
c79f728c-33cc-5030-b778-40a823b3c17d,onisep-fr-stage1-015,IUT d'Aix-Marseille - site de Digne-les-Bains,BUT génie biologique parcours sciences de l'environnement et écotechnologies,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
c870ed45-74ae-5a4a-bfae-45186ef33ff1,duo-nl-stage1-019,Stichting Fontys,Educational Management Childcare,NL,bachelor,business,38,0,2,2,0,36,0.0,5.26
c88a3280-125f-585b-8a20-aebb08a5836f,discover-uk-stage1-024,Brunel University of London,Theatre,UK,bachelor,other,38,7,5,12,0,26,18.42,31.58
c8b582cd-d346-5415-8893-e40e62413526,onisep-fr-stage1-011,IUT Clermont Auvergne - site de Vichy,BUT métiers du multimédia et de l'internet parcours stratégie de communication numérique et design d'expérience,FR,bachelor,computer science,38,6,0,6,0,32,15.79,15.79
cde07505-e47d-5d92-b7f6-d47a954a32f4,duo-nl-stage1-009,Stiching Breda University of Applied Sciences,Creative Media and Game Technologies,NL,bachelor,engineering,38,0,2,2,0,36,0.0,5.26
ceec9355-9c45-56cb-a776-d302dd78bb57,onisep-fr-stage1-024,EURECOM,master mention informatique,FR,master,computer science,38,6,5,11,0,27,15.79,28.95
cf355755-f0f7-5b74-9f74-8a6c58e4b12c,duo-nl-stage1-018,Stichting Driestar educatief,Education in Primary Schools (age 4 - 12),NL,bachelor,other,38,0,2,2,0,36,0.0,5.26
cf4a134b-b914-5181-aa12-a43cc0596f74,duo-nl-stage1-011,Stichting Aeres Groep,Bachelor Agricultural Entrepreneurship Animal Husbandry,NL,bachelor,other,38,3,5,5,0,33,7.89,13.16
d01f556a-86a0-57b3-a068-85efc5a05b24,duo-nl-stage1-001,Het College van Bestuur van de Vrije Universiteit,Geographical Information Sciences,NL,master,computer science,38,0,2,2,0,36,0.0,5.26
d03f735a-52cb-5656-ad23-d9fa0196ae4f,kth-se-canary,KTH Royal Institute of Technology,Architecture and Gender: Essay,SE,master,other,38,4,2,6,0,32,10.53,15.79
d09b3b83-7fe8-5626-bb42-6dd7661c0972,tu-delft-nl-canary,Delft University of Technology,Computer Science,NL,master,computer science,38,5,3,5,0,33,13.16,13.16
d0d192c5-ff75-5fdf-8c6c-80e0cc2608c6,discover-uk-stage1-020,University Centre Somerset College Group,"Makeup Artistry, Prosthetic FX and Wig Making",UK,bachelor,other,38,6,6,7,0,31,15.79,18.42
d0fa5375-aec0-55a2-ad4b-23ae41795088,discover-uk-stage1-012,Bishop Auckland College,Art and Design,UK,bachelor,other,38,9,0,9,0,29,23.68,23.68
d115e175-3bb5-5c4f-8d2d-169038e9cdc2,discover-uk-stage1-025,Buckinghamshire New University,Animation (Online),UK,bachelor,other,38,4,3,6,0,32,10.53,15.79
d16a8da1-2e7e-5f82-ad51-2ad5d35a46b2,discover-uk-stage1-003,All Nations Christian College,Biblical and Intercultural Studies,UK,bachelor,other,38,7,5,7,0,31,18.42,18.42
d33870ff-b395-5b21-bda9-ce18c8c74b27,discover-uk-stage1-024,Brunel University of London,Theatre with Placement Year,UK,bachelor,other,38,7,5,12,0,26,18.42,31.58
d3500ac3-9288-5594-91cf-cc8f2dc1c9d3,duo-nl-stage1-011,Stichting Aeres Groep,Applied Biology,NL,bachelor,other,38,3,2,5,0,33,7.89,13.16
d3eed547-9c02-5f1a-aa92-86592188de66,onisep-fr-stage1-021,IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours éducation spécialisée,FR,bachelor,other,38,5,0,5,0,33,13.16,13.16
d50de2d3-1fef-5ea0-8ba0-bd3213a09956,lund-se-canary,Lund University,AI and Digitization in the Archive Sector,SE,master,computer science,38,5,3,8,0,30,13.16,21.05
d649d1a4-f5d6-55c4-bac1-8db8a9953756,discover-uk-stage1-012,Bishop Auckland College,Photography,UK,bachelor,other,38,9,1,9,0,29,23.68,23.68
d6cc8d77-c34f-5b12-a8d0-ab09479fe460,onisep-fr-stage1-014,Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,licence mention professorat des écoles,FR,bachelor,other,38,5,0,5,0,33,13.16,13.16
da194efb-4270-5346-a7bb-56cb3d7b47a6,onisep-fr-stage1-031,École universitaire de recherche en économie et Management (ELMI) - Campus Saint-Jean d'Angely,master mention gestion des ressources humaines,FR,master,business,38,6,0,6,0,32,15.79,15.79
da8fbb39-bb88-5c12-8e38-02ab720afa48,duo-nl-stage1-004,Protestantse Theologische Universiteit (PThU),Theology,NL,master,other,38,1,2,3,0,35,2.63,7.89
daa9521e-4e07-53a8-b85a-bcd0c566e374,discover-uk-stage1-023,London South East Colleges,Computing: Cyber Security,UK,bachelor,computer science,38,8,0,8,0,30,21.05,21.05
dad83581-5867-589c-8f07-e4c03f446443,duo-nl-stage1-020,Stichting Hanzehogeschool Groningen,Information & Communication Technology,NL,bachelor,computer science,38,0,2,2,0,36,0.0,5.26
db815ea7-641e-5c5b-b5fd-46811d987bef,uppsala-se-canary,Uppsala University,Natural Science and Science Education,SE,bachelor,other,38,5,2,7,0,31,13.16,18.42
dcf7376b-e09f-5a39-a42b-463e84ec8ccc,tu-delft-nl-canary,Delft University of Technology,Data Science and Artificial Intelligence Technology,NL,master,computer science,38,5,0,5,0,33,13.16,13.16
de38fc20-2235-5c03-b4f0-5d3817f4abcc,manchester-uk-canary,The University of Manchester,Computer Science,UK,bachelor,computer science,38,13,1,14,0,24,34.21,36.84
df53e148-1899-5eb0-b91b-2abd84256559,bristol-uk-canary,University of Bristol,Computer Science,UK,bachelor,computer science,38,10,2,12,0,26,26.32,31.58
e01daefe-355a-5f31-a3db-f63d8275d471,discover-uk-stage1-014,Blackburn College,Accounting and Finance,UK,bachelor,other,38,9,4,11,0,27,23.68,28.95
e0732994-091e-5f76-92ac-3b0830ad9969,onisep-fr-stage1-021,IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours animation sociale et socio-culturelle,FR,bachelor,other,38,5,0,5,0,33,13.16,13.16
e13e5765-76c1-5401-bb01-d4156f2afa0e,duo-nl-stage1-015,"Stichting Codarts, Hogeschool voor de Kunsten",Music,NL,bachelor,other,38,0,2,2,0,36,0.0,5.26
e1c56462-e350-50c0-bd4f-c34671fd3d61,kth-se-canary,KTH Royal Institute of Technology,Architecture and Gender: Introduction,SE,bachelor,other,38,4,2,6,0,32,10.53,15.79
e1eee6f6-bda2-5cbb-9419-21c682bfc19b,wageningen-nl-canary,Wageningen University,Plant Sciences,NL,master,other,38,2,0,2,0,36,5.26,5.26
e21a74fb-4986-5481-9095-01428fac91ef,nottingham-uk-canary,University of Nottingham,Computer Science,UK,bachelor,computer science,38,11,4,15,0,23,28.95,39.47
e67cc4ee-c764-5b6c-b1fb-565dd2ffea47,discover-uk-stage1-010,Bath Spa University,Acting,UK,bachelor,other,38,9,3,12,0,26,23.68,31.58
e9ed732d-69bc-5121-918a-1da325af79ef,insa-lyon-fr-canary,Institut national des sciences appliquees de Lyon,Master mention IA - intelligence artificielle,FR,master,computer science,38,6,0,6,0,32,15.79,15.79
eab1fd00-32ca-5cd9-81cb-b1cd97519540,onisep-fr-stage1-020,IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours cybersécurité,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
eb1e73e5-1818-59ab-b3ba-67749a31edd3,radboud-nl-canary,Radboud Universiteit,Business Administration,NL,master,other,38,2,0,2,0,36,5.26,5.26
ee43edae-4df6-560b-b1fb-fe25f1cc0350,haaga-helia-fi-canary,Haaga-Helia University of Applied Sciences,International Business,FI,bachelor,business,38,8,3,10,0,28,21.05,26.32
ee721859-3e1a-5f30-bbbc-8738b875a484,onisep-fr-stage1-039,IUT de Charleville,BUT techniques de commercialisation parcours business développement et management de la relation client,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
eeb069c9-ba8c-5b25-bcd4-bf86a72f59cd,discover-uk-stage1-019,Bradford College,Primary Education Early Years 3-7 (QTS),UK,bachelor,other,38,6,0,6,0,32,15.79,15.79
ef24c577-d5ed-56d2-acc5-0ae85892b671,duo-nl-stage1-002,Maastricht University,International Executive Master of Finance and Control,NL,master,other,38,0,2,2,0,36,0.0,5.26
f0aaed85-63dd-5540-9212-228b3b131e10,duo-nl-stage1-016,Stichting 'De Kempel',"B Education in Primary Schools (age 4-12), full-time",NL,bachelor,other,38,3,2,5,0,33,7.89,13.16
f0e956c7-5c0a-57a4-b147-b8bd217d2514,onisep-fr-stage1-006,Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT carrières juridiques parcours entreprise et association,FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
f274a2a7-1552-584b-979f-0a0a65b34fc1,discover-uk-stage1-005,Arts Educational Schools,Musical Theatre,UK,bachelor,other,38,8,4,10,0,28,21.05,26.32
f4f878c2-17b2-5cd3-bf41-335ff38646af,onisep-fr-stage1-019,"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",master mention enseignement et éducation - professorat des écoles,FR,master,other,38,5,0,5,0,33,13.16,13.16
f7fd244f-c807-5a05-82dc-58c2e0df2804,uva-nl-canary,Universiteit van Amsterdam,Cultuurwetenschappen,NL,bachelor,other,38,6,1,7,0,31,15.79,18.42
f825d937-ce65-5abf-ba73-588cbbe7d1d4,sorbonne-fr-canary,Sorbonne Universite,Licence mention informatique,FR,bachelor,computer science,38,6,0,6,0,32,15.79,15.79
f851cbdf-cdd3-513d-9f6f-3a5ed1dda854,onisep-fr-stage1-001,Institut national supérieur du professorat et de l'éducation - site de l'Ain,master mention enseignement et éducation - professorat des écoles,FR,master,other,38,6,0,6,0,32,15.79,15.79
f93efbac-69e9-53de-a54d-c1768805685c,discover-uk-stage1-013,Bishop Burton College,Applied Animal Behaviour and Training,UK,bachelor,other,38,6,1,7,0,31,15.79,18.42
f9bd9d5d-8227-5b66-b4a7-9869b90d9d7c,onisep-fr-stage1-003,IUT Lyon 1,master mention génie des procédés et des bio-procédés,FR,master,other,38,6,1,7,0,31,15.79,18.42
fb370800-2b1e-5844-aaf9-780e2ef70779,duo-nl-stage1-006,Stg. Chr. Hoger Ber.ond. op Gereformeerde Grondslag,Business Administration,NL,bachelor,business,38,0,2,2,0,36,0.0,5.26
fb4aa516-1b71-50e8-b122-746bb65175cf,onisep-fr-stage1-003,IUT Lyon 1,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,FR,bachelor,business,38,6,1,7,0,31,15.79,18.42
fcce1aa5-1813-5776-991e-107da1916798,discover-uk-stage1-009,Barnsley College,Early Years Leadership,UK,bachelor,other,38,6,3,9,0,29,15.79,23.68
fe10af71-36d5-5b3a-bf01-0cc5ae35cf66,utrecht-nl-canary,Universiteit Utrecht,Computer Science,NL,bachelor,computer science,38,2,0,2,0,36,5.26,5.26
