programme_id,institution_id,institution_name,programme_name,country,degree_level,discipline,total_priority_fields,direct_field_count,hierarchical_added_field_count,effective_field_count,review_field_count,missing_field_count,completion_before_hierarchy_pct,completion_after_hierarchy_pct
19238524-9803-53d5-ba61-dcbe17c6c55a,centrale-lyon-fr-canary,Ecole centrale de Lyon,Master mention chimie et sciences des materiaux,FR,master,other,38,6,2,8,0,30,15.79,21.05
19a197b7-663f-5c92-b071-d5ea6888f842,duo-nl-stage1-017,Stichting Design Academy Eindhoven,Master of Arts in Fine Art and Design,NL,master,other,38,0,2,2,0,36,0.0,5.26
19e02a28-bc70-55c1-9b7d-cac9d5fb648e,onisep-fr-stage1-022,"Campus Carlone Lettres, Arts et Sciences humaines","licence mention langues, littératures et civilisations étrangères et régionales",FR,bachelor,other,38,6,0,6,0,32,15.79,15.79
1b39fb3f-57bd-530e-b3a8-e5eb492dffd9,duo-nl-stage1-007,Stg. Gerrit. Rietveld Academ. Hogesch. Kunst en Vormg.,Master of Arts in Fine Art and Design,NL,master,other,38,2,2,4,0,34,5.26,10.53
1d0f054d-8868-5c6e-bc0c-5286c035f206,onisep-fr-stage1-030,École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention méthodes informatiques appliquées à la gestion des entreprises,FR,master,computer science,38,6,0,6,0,32,15.79,15.79
1d747e1b-2087-5845-b0b1-9a73afb9fed1,sorbonne-fr-canary,Sorbonne Universite,Master mention informatique,FR,master,computer science,38,6,0,6,0,32,15.79,15.79
203e027d-3bf3-57ca-9bf7-6bcaf82a909a,nottingham-uk-canary,University of Nottingham,Computer Science,UK,bachelor,computer science,38,13,10,16,0,22,34.21,42.11
20fb556f-e752-5d5d-b1fb-b7aa65c58ea4,onisep-fr-stage1-009,Institut national supérieur du professorat et de l'éducation Clermont-Auvergne - site de Moulins,master mention enseignement et éducation - professorat des écoles,FR,master,other,38,6,1,7,0,31,15.79,18.42
21d727d7-7df7-5f09-b896-e62da24e9238,onisep-fr-stage1-035,École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Valrose,master mention chimie moléculaire,FR,master,other,38,6,0,6,0,32,15.79,15.79
222ba9b3-65ca-53ac-bc73-7957fd61353f,onisep-fr-stage1-002,Campus de Lyon 3 à Bourg-en-Bresse,licence mention gestion,FR,bachelor,business,38,6,0,6,0,32,15.79,15.79
228d9843-a888-597d-aa24-e964922f0c34,lund-se-canary,Lund University,ALM: Work Experience,SE,bachelor,other,38,6,2,8,0,30,15.79,21.05
238d15b9-57e1-528e-be9e-cc49a0b2f186,duo-nl-stage1-012,Stichting ArtEZ,B Music Jazz & Pop,NL,bachelor,other,38,4,7,7,0,31,10.53,18.42
23a1be45-6364-5f9d-aaaf-2dfa117a3fc9,onisep-fr-stage1-025,CESI école d'ingénieurs - campus de Nice,diplôme d'ingénieur du CESI spécialité informatique,FR,master,computer science,38,6,1,7,0,31,15.79,18.42
244409cd-c35a-5eb3-8a63-58b1faf6518c,onisep-fr-stage1-028,École universitaire de recherche arts et humanités - Campus Carlone,"master mention civilisations, cultures et sociétés",FR,master,other,38,6,0,6,0,32,15.79,15.79
26771848-8ad9-59b3-9f88-86811be85572,onisep-fr-stage1-001,Institut national supérieur du professorat et de l'éducation - site de l'Ain,licence mention professorat des écoles,FR,bachelor,other,38,5,0,5,0,33,13.16,13.16
