institution_name,programme_name,country,degree_level,discipline,institution_id,programme_id,programme_identity,credential,duration,location,delivery_mode,programme_language,programme_status,academic_cycle,tuition,tuition_scope,additional_fees,additional_fees_scope,mandatory_fees,application_fee,scholarship,scholarship_amount,funding,funding_amount,funding_eligibility,funding_deadline,ielts_overall,ielts_subscores,toefl,duolingo,standardized_test_requirements,intakes,final_deadline,priority_deadline,international_deadline,rolling_admission,application_url,minimum_degree,minimum_gpa,gpa_scale,subject_prerequisites,required_documents,recommendation_letters,sop_or_essay,portfolio,work_experience,career_outcomes,employment_outcomes,direct_field_count,hierarchical_added_field_count,effective_field_count,missing_field_count,effective_completion_pct,final_source_count,hierarchical_field_count
University of Nottingham,Computer Science,UK,bachelor,computer science,nottingham-uk-canary,e21a74fb-4986-5481-9095-01428fac91ef,BSc (Hons) Computer Science,BSc (Hons),3 year course,The University of Nottingham,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,31,13.16,1,0
University of Nottingham,Computer Science,UK,bachelor,computer science,nottingham-uk-canary,203e027d-3bf3-57ca-9bf7-6bcaf82a909a,BSc (Hons) Computer Science,BSc (Hons),3 year course,The University of Nottingham,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP 35000 / 15 months after the course,"{""audience"": null, ""metric"": ""in_highly_skilled_work"", ""percentage"": 90, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",0,7,7,31,18.42,1,7
Uppsala University,Floristics and Faunistics L,SE,bachelor,other,uppsala-se-canary,7670144e-e4f8-58af-be95-830fb3831ee2,Floristics and Faunistics L,,,,,swe,,,,,,,,,,,,,,,,,,,,"{""periodNumber"": 3, ""semester"": ""VT"", ""year"": 2026}",2026-03-16,,,,,,,,Grundläggande behörighet,,,,,,,,5,0,5,33,13.16,2,0
Uppsala University,Natural Science and Science Education,SE,bachelor,other,uppsala-se-canary,db815ea7-641e-5c5b-b5fd-46811d987bef,Natural Science and Science Education,,,,,swe,,,,,,,,,,,,,,,,,,,,"{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,,,,,,,,"Biologi A - mönster, processer och didaktik, 22,5 hp, Grundläggande kemi, 10 hp, Kemiska principer II, 5 hp, Organisk kemi I, 10 hp, Biokemi I, 5 hp eller motsvarande.",,,,,,,,5,0,5,33,13.16,2,0
Wageningen University,Business and Consumer Studies,NL,bachelor,other,wageningen-nl-canary,626e1529-04bc-5ccd-be3e-78268b0a4e35,Bedrijfs- en Consumentenwetenschappen,BACHELOR,,,VOLTIJD,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,34,10.53,1,0
Wageningen University,Plant Sciences,NL,master,other,wageningen-nl-canary,e1eee6f6-bda2-5cbb-9419-21c682bfc19b,Plant Sciences,MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,36,5.26,1,0
École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,licence mention sciences pour l'ingénieur,FR,bachelor,engineering,onisep-fr-stage1-040,b2f723c3-fea3-57c3-b092-2be7825c5a5e,licence mention sciences pour l'ingénieur,licence,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École d'ingénieurs en sciences industrielles et numérique - site de Charleville-Mézières,master mention ingénierie de conception,FR,master,other,onisep-fr-stage1-040,9c7a356e-e589-5c3b-a538-c3b048b27a66,master mention ingénierie de conception,master,2 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,FR,master,computer science,onisep-fr-stage1-023,9f97224e-b2bd-5a6f-9b0e-f6a539fd3230,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,diplôme d'ingénieur,3 ans,Biot,"temps plein, cours en présentiel",,,,EUR 601 / year,programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,31,15.79,1,0
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,FR,master,engineering,onisep-fr-stage1-023,0cebda89-86b8-5e41-88f9-480c86db3248,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,diplôme d'ingénieur,3 ans,Biot,"temps plein, cours en présentiel (1re année à Nice puis dans une autre université partenaire en Suède, Espagne, Finlande, Hongrie, Italie, Pays-bas, programme international Erasmus Mundus possible en 2e année du cycle ingénieur)",,,,EUR 3941 / year,programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,32,15.79,1,0
École universitaire de recherche arts et humanités - Campus Carlone,"master mention civilisations, cultures et sociétés",FR,master,other,onisep-fr-stage1-028,244409cd-c35a-5eb3-8a63-58b1faf6518c,"master mention civilisations, cultures et sociétés",master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Carlone,master mention langues étrangères appliquées,FR,master,other,onisep-fr-stage1-028,6344d41a-fdd0-5644-86ac-209f83326370,master mention langues étrangères appliquées,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Georges Méliès,licence mention humanités,FR,bachelor,other,onisep-fr-stage1-029,2eaaaaff-8813-58c6-870f-7eb32c37f6a6,licence mention humanités,licence,1 an,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche arts et humanités - Campus Georges Méliès,licence mention sciences et humanités,FR,bachelor,other,onisep-fr-stage1-029,96c509ad-7afb-5c33-a47f-b49db274ca43,licence mention humanités,licence,1 an,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,33,13.16,1,5
École universitaire de recherche en droit et science politique - Faculté de droit et science politique - Campus Trotabas,master mention droit des affaires,FR,master,other,onisep-fr-stage1-033,546f63d0-1d09-592f-baec-3c564b05a6a3,master mention droit des affaires,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en droit et science politique - Faculté de droit et science politique - Campus Trotabas,master mention droit public,FR,master,other,onisep-fr-stage1-033,62a162a9-a6a1-57f4-a3b1-eb0e91c275e4,master mention droit public,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences de la société et de l'environnement - Campus Carlone,master mention sciences sociales,FR,master,other,onisep-fr-stage1-034,99b99133-5159-5038-b8d9-e413a69b1b20,master mention sciences sociales,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences de la société et de l'environnement - Campus Carlone,master mention ville et environnements urbains,FR,master,other,onisep-fr-stage1-034,6fe23143-7fdb-57ea-a7e6-1656c7c6ffa5,master mention ville et environnements urbains,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Plaine du Var - Écovallée,master mention gestion de l'environnement,FR,master,business,onisep-fr-stage1-037,7b6753ca-2400-51f3-b391-925e7ef33827,master mention gestion de l'environnement,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Plaine du Var - Écovallée,master mention physique fondamentale et applications,FR,master,other,onisep-fr-stage1-037,59c87f4f-e9fb-59a9-9c0c-ef57d23132d5,master mention physique fondamentale et applications,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Sophia Tech,master mention gestion de l'environnement,FR,master,business,onisep-fr-stage1-036,67d4335b-a04e-580e-9e0e-cdefa450480a,master mention gestion de l'environnement,master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Sophia Tech,"master mention sciences de la Terre et des planètes, environnement",FR,master,other,onisep-fr-stage1-036,a7314bac-e141-553c-b6f2-6f6577f85f8f,"master mention sciences de la Terre et des planètes, environnement",master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Valrose,master mention chimie moléculaire,FR,master,other,onisep-fr-stage1-035,21d727d7-7df7-5f09-b896-e62da24e9238,master mention chimie moléculaire,master,2 ans,Nice,"temps plein, cours en présentiel (6 mois en laboratoire ou en entreprise)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en sciences fondamentales et Ingénierie - Campus Valrose,master mention physique fondamentale et applications,FR,master,other,onisep-fr-stage1-035,7af5cdae-1e38-5d6c-a16b-d92503e58923,master mention physique fondamentale et applications,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention informatique,FR,master,computer science,onisep-fr-stage1-030,bea9cf87-a594-599a-af97-f393a534a5f1,master mention informatique,master,2 ans,Biot,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en systèmes numériques pour l'humain - Campus Sophia Tech,master mention méthodes informatiques appliquées à la gestion des entreprises,FR,master,computer science,onisep-fr-stage1-030,1d0f054d-8868-5c6e-bc0c-5286c035f206,master mention méthodes informatiques appliquées à la gestion des entreprises,master,2 ans,Biot,"temps plein, cours en présentiel ou cours partiellement en distanciel (enseignement à distance possible pour le parcours mobiquité, big data et intégration de systèmes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en économie et Management (ELMI) - Campus Saint-Jean d'Angely,master mention gestion des ressources humaines,FR,master,business,onisep-fr-stage1-031,da194efb-4270-5346-a7bb-56cb3d7b47a6,master mention gestion des ressources humaines,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en économie et Management (ELMI) - Campus Saint-Jean d'Angely,"master mention monnaie, banque, finance, assurance",FR,master,other,onisep-fr-stage1-031,88803846-33d0-5f69-96cb-474eb2633037,"master mention monnaie, banque, finance, assurance",master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en écosystèmes des sciences de la santé - Campus STAPS,master mention sciences et techniques des activités physiques et sportives  : activité physique adaptée et santé,FR,master,other,onisep-fr-stage1-032,9aa11c3a-96bc-55a3-b8c1-f7ff409776c5,master mention sciences et techniques des activités physiques et sportives : activité physique adaptée et santé,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
École universitaire de recherche en écosystèmes des sciences de la santé - Campus STAPS,master mention sciences et techniques des activités physiques et sportives : management du sport,FR,master,other,onisep-fr-stage1-032,31096360-54d5-509d-82d0-8e262fdbe4eb,master mention sciences et techniques des activités physiques et sportives : management du sport,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
